Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCP06,20.7,Low Fat,0.039467795,Household,151.74,OUT017,2007,Small,Tier 2,Supermarket Type1,604.55
FDN25,7.895,Regular,0.061270647,Breakfast,56.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,343.55
NCH42,6.86,Low Fat,0.036686158,Household,229.6,OUT018,2009,Medium,Tier 3,Supermarket Type2,2526.71
FDO46,9.6,Regular,0.014200671,Snack Foods,187.19,OUT013,1987,High,Tier 3,Supermarket Type1,3214.48
NCG54,12.1,Low Fat,0.079806266,Household,172.11,OUT046,1997,Small,Tier 1,Supermarket Type1,3422.21
FDU07,11.1,Low Fat,0.059797172,Fruits and Vegetables,151.84,OUT013,1987,High,Tier 3,Supermarket Type1,1057.96
DRJ11,9.5,Low Fat,0,Hard Drinks,190.99,OUT045,2002,Small,Tier 2,Supermarket Type1,3025.4
FDH10,21,Low Fat,0.049381666,Snack Foods,193.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.98
FDN56,5.46,Regular,0.107057186,Fruits and Vegetables,144.98,OUT046,1997,Small,Tier 1,Supermarket Type1,2022.7
FDY56,16.35,Regular,0.109274313,Fruits and Vegetables,225.31,OUT019,1985,Small,Tier 1,Grocery Store,677.12
NCQ53,17.6,Low Fat,0.018889593,Health and Hygiene,236.26,OUT013,1987,High,Tier 3,Supermarket Type1,4727.18
NCN54,20.35,Low Fat,0.021369722,Household,75.83,OUT045,2002,Small,Tier 2,Supermarket Type1,154.47
NCC43,7.39,Low Fat,0.092927148,Household,249.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,4267.11
FDB35,12.3,Regular,0.113139486,Starchy Foods,92.98,OUT019,1985,Small,Tier 1,Grocery Store,183.76
FDX33,9.195,Regular,0.117387066,Snack Foods,160.26,OUT013,1987,High,Tier 3,Supermarket Type1,4492.82
NCT06,17.1,Low Fat,0.038730229,Household,166.28,OUT035,2004,Small,Tier 2,Supermarket Type1,4807.74
FDM50,13,Regular,0.030211742,Canned,59.32,OUT018,2009,Medium,Tier 3,Supermarket Type2,539.3
FDC37,15.5,Low Fat,0.032924463,Baking Goods,107.29,OUT049,1999,Medium,Tier 1,Supermarket Type1,2143.88
NCT54,8.695,Low Fat,0.120022543,Household,94.81,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.14
FDG34,11.5,Regular,0.037388493,Snack Foods,107.83,OUT027,1985,Medium,Tier 3,Supermarket Type3,1410.83
NCW54,7.5,Low Fat,0.096413261,Household,55.36,OUT046,1997,Small,Tier 1,Supermarket Type1,1030.66
FDZ46,7.485,Low Fat,0.069405301,Snack Foods,112.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,1105.23
NCK19,9.8,Low Fat,0.090649107,Others,194.35,OUT045,2002,Small,Tier 2,Supermarket Type1,4649.95
NCQ05,11.395,Low Fat,0.021649904,Health and Hygiene,150.87,OUT045,2002,Small,Tier 2,Supermarket Type1,4363.65
NCE54,20.7,Low Fat,0.02689477,Household,76.74,OUT035,2004,Small,Tier 2,Supermarket Type1,2482.77
FDH17,16.2,Regular,0.016679232,Frozen Foods,96.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.43
FDB23,19.2,Regular,0.00978492,Starchy Foods,225.91,OUT019,1985,Small,Tier 1,Grocery Store,451.41
DRL49,13.15,Low Fat,0.056429024,Soft Drinks,144.28,OUT046,1997,Small,Tier 1,Supermarket Type1,1282.33
FDT03,21.25,Low Fat,0.009998763,Meat,182.36,OUT046,1997,Small,Tier 1,Supermarket Type1,551.28
FDW59,13.15,Low Fat,0.020757926,Breads,84.36,OUT045,2002,Small,Tier 2,Supermarket Type1,761.01
NCB18,19.6,Low Fat,0.041374909,Household,89.25,OUT045,2002,Small,Tier 2,Supermarket Type1,1416.82
FDI22,12.6,Low Fat,0.096756649,Snack Foods,208.76,OUT017,2007,Small,Tier 2,Supermarket Type1,5226.53
FDZ50,12.8,Regular,0.079523619,Dairy,181.76,OUT017,2007,Small,Tier 2,Supermarket Type1,4961.54
FDS14,7.285,Low Fat,0,Dairy,155.13,OUT017,2007,Small,Tier 2,Supermarket Type1,1414.16
NCN19,13.1,Low Fat,0.012167988,Others,190.25,OUT017,2007,Small,Tier 2,Supermarket Type1,4174.57
FDG46,8.63,Regular,0.032976399,Snack Foods,114.65,OUT045,2002,Small,Tier 2,Supermarket Type1,2846.3
FDS04,10.195,Regular,0.147492524,Frozen Foods,141.58,OUT017,2007,Small,Tier 2,Supermarket Type1,1685.81
FDM58,16.85,Regular,0,Snack Foods,110.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,2572.65
FDB60,9.3,Low Fat,0.028566433,Baking Goods,193.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,4860.34
FDH28,15.85,Regular,0.110479217,Frozen Foods,36.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,531.31
NCU53,5.485,Low Fat,0.042838514,Health and Hygiene,163.78,OUT045,2002,Small,Tier 2,Supermarket Type1,1657.84
FDL44,18.25,Low Fat,0.012264903,Fruits and Vegetables,162.89,OUT013,1987,High,Tier 3,Supermarket Type1,3397.58
FDI22,12.6,Low Fat,0.096132367,Snack Foods,208.96,OUT013,1987,High,Tier 3,Supermarket Type1,4181.22
DRM37,15.35,Low Fat,0.168780127,Soft Drinks,197.88,OUT019,1985,Small,Tier 1,Grocery Store,197.08
FDX40,12.85,Low Fat,0.099193899,Frozen Foods,38.12,OUT045,2002,Small,Tier 2,Supermarket Type1,656.48
DRG15,6.13,Low Fat,0.076721393,Dairy,59.45,OUT035,2004,Small,Tier 2,Supermarket Type1,2021.37
FDV19,14.85,Regular,0.06173052,Fruits and Vegetables,159.16,OUT019,1985,Small,Tier 1,Grocery Store,160.46
DRF01,5.655,Low Fat,0.174934513,Soft Drinks,145.01,OUT013,1987,High,Tier 3,Supermarket Type1,1895.53
NCV54,11.1,Low Fat,0,Household,119.11,OUT046,1997,Small,Tier 1,Supermarket Type1,1303.64
FDO21,11.6,Regular,0.009802791,Snack Foods,223.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,1125.2
FDA40,16,Regular,0.09942555,Frozen Foods,87.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,527.31
FDE59,12.15,Low Fat,0.062384659,Starchy Foods,34.65,OUT049,1999,Medium,Tier 1,Supermarket Type1,719.06
FDX47,6.55,Regular,0.034745307,Breads,158.83,OUT018,2009,Medium,Tier 3,Supermarket Type2,4399.61
FDW34,9.6,Low Fat,0.035579135,Snack Foods,244.42,OUT046,1997,Small,Tier 1,Supermarket Type1,1944.14
NCM30,19.1,Low Fat,0.067569539,Household,43.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.19
FDA02,14,Regular,0.029697925,Dairy,143.08,OUT013,1987,High,Tier 3,Supermarket Type1,3178.53
FDV19,14.85,Regular,0.03525037,Fruits and Vegetables,160.96,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.41
FDT48,4.92,Low Fat,0.045916788,Baking Goods,198.81,OUT013,1987,High,Tier 3,Supermarket Type1,2976.13
FDD09,13.5,Low Fat,0.021539999,Fruits and Vegetables,182.5,OUT045,2002,Small,Tier 2,Supermarket Type1,1629.88
FDZ25,15.7,Regular,0.027673055,Canned,169.28,OUT045,2002,Small,Tier 2,Supermarket Type1,3735.14
NCE19,8.97,Low Fat,0.092997032,Household,55.3,OUT035,2004,Small,Tier 2,Supermarket Type1,873.53
DRE25,15.35,Low Fat,0.073283193,Soft Drinks,91.81,OUT046,1997,Small,Tier 1,Supermarket Type1,1771.03
FDC14,14.5,Regular,0.041049322,Canned,41.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,1342.25
FDO15,16.75,Regular,0.008525061,Meat,72.5,OUT027,1985,Medium,Tier 3,Supermarket Type3,2512.73
FDC46,17.7,Low Fat,0.117201696,Snack Foods,184.03,OUT017,2007,Small,Tier 2,Supermarket Type1,2397.55
NCX42,6.36,Low Fat,0.005977465,Household,163.35,OUT035,2004,Small,Tier 2,Supermarket Type1,2631.24
FDK52,18.25,Low Fat,0,Frozen Foods,225.31,OUT027,1985,Medium,Tier 3,Supermarket Type3,4288.42
FDD04,16,Low Fat,0.157528118,Dairy,142.92,OUT019,1985,Small,Tier 1,Grocery Store,141.82
FDF12,8.235,Low Fat,0.082427854,Baking Goods,149.31,OUT046,1997,Small,Tier 1,Supermarket Type1,2808.34
NCL41,12.35,Low Fat,0.041802518,Health and Hygiene,34.82,OUT049,1999,Medium,Tier 1,Supermarket Type1,311.59
NCW41,18,Low Fat,0.015450376,Health and Hygiene,158.96,OUT046,1997,Small,Tier 1,Supermarket Type1,1584.6
FDO60,20,Low Fat,0.057527544,Baking Goods,43.11,OUT010,1998,Medium,Tier 3,Grocery Store,89.22
FDZ55,6.055,Low Fat,0.025512207,Fruits and Vegetables,159.69,OUT018,2009,Medium,Tier 3,Supermarket Type2,5592.72
FDZ59,6.63,Regular,0.174110803,Baking Goods,166.85,OUT010,1998,Medium,Tier 3,Grocery Store,499.35
FDO24,11.1,Low Fat,0.175362333,Baking Goods,158.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,4436.89
FDW14,8.3,Regular,0.038367194,Dairy,87.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,959.42
FDD40,20.25,Regular,0.014781046,Dairy,193.82,OUT013,1987,High,Tier 3,Supermarket Type1,3463.49
FDJ38,8.6,Regular,0.040268044,Canned,191.45,OUT049,1999,Medium,Tier 1,Supermarket Type1,1707.78
NCO54,19.5,Low Fat,0.014355033,Household,55.46,OUT017,2007,Small,Tier 2,Supermarket Type1,552.61
FDJ10,5.095,Regular,0.129766301,Snack Foods,141.68,OUT045,2002,Small,Tier 2,Supermarket Type1,3231.13
FDK27,11,Low Fat,0.008997141,Meat,119.98,OUT017,2007,Small,Tier 2,Supermarket Type1,1938.81
FDR09,18.25,Low Fat,0.07784544,Snack Foods,260.6,OUT049,1999,Medium,Tier 1,Supermarket Type1,3884.94
FDO60,20,Low Fat,0,Baking Goods,43.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,401.48
FDX50,20.1,Low Fat,0.074265816,Dairy,109.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,3757.78
FDR44,6.11,Regular,0.102422487,Fruits and Vegetables,131.5,OUT027,1985,Medium,Tier 3,Supermarket Type3,1565.96
FDD17,7.5,Low Fat,0.032811503,Frozen Foods,239.69,OUT017,2007,Small,Tier 2,Supermarket Type1,2614.6
FDI60,7.22,Regular,0.038477325,Baking Goods,62.95,OUT018,2009,Medium,Tier 3,Supermarket Type2,1138.52
FDH31,12,Regular,0.020411155,Meat,98.6,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.25
FDL50,12.15,Regular,0.042552418,Canned,123.5,OUT017,2007,Small,Tier 2,Supermarket Type1,1743.06
FDO21,11.6,Regular,0.009818244,Snack Foods,223.14,OUT017,2007,Small,Tier 2,Supermarket Type1,5175.93
FDW12,8.315,Regular,0.035572183,Baking Goods,144.44,OUT046,1997,Small,Tier 1,Supermarket Type1,2902.89
FDT15,12.15,Regular,0.04274788,Meat,183.7,OUT049,1999,Medium,Tier 1,Supermarket Type1,2929.52
FDV25,5.905,Low Fat,0.04572322,Canned,222.15,OUT049,1999,Medium,Tier 1,Supermarket Type1,5747.19
DRH13,8.575,Low Fat,0.023934398,Soft Drinks,105.83,OUT045,2002,Small,Tier 2,Supermarket Type1,958.75
FDG21,17.35,Regular,0.146527359,Seafood,147.91,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247.07
NCI55,18.6,Low Fat,0.012651172,Household,123.14,OUT035,2004,Small,Tier 2,Supermarket Type1,2314.99
NCO06,19.25,Low Fat,0.107507291,Household,34.86,OUT027,1985,Medium,Tier 3,Supermarket Type3,441.43
FDR27,15.1,Regular,0.096295326,Meat,133.49,OUT045,2002,Small,Tier 2,Supermarket Type1,1457.44
FDA22,7.435,Low Fat,0,Starchy Foods,167.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,4345.01
FDS03,7.825,Low Fat,0.079613553,Meat,65.08,OUT035,2004,Small,Tier 2,Supermarket Type1,1162.49
FDZ12,9.17,Low Fat,0.103398309,Baking Goods,143.95,OUT018,2009,Medium,Tier 3,Supermarket Type2,2576.65
FDJ20,20.7,Regular,0.16767231,Fruits and Vegetables,124.24,OUT010,1998,Medium,Tier 3,Grocery Store,247.68
FDV09,12.1,Low Fat,0.020551458,Snack Foods,146.67,OUT013,1987,High,Tier 3,Supermarket Type1,2227.1
FDW09,13.65,Regular,0.025961116,Snack Foods,80.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,316.92
FDS36,8.38,Regular,0.046960237,Baking Goods,111.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,2966.14
FDY19,19.75,Low Fat,0.041533438,Fruits and Vegetables,119.85,OUT018,2009,Medium,Tier 3,Supermarket Type2,2239.09
DRC49,8.67,Low Fat,0.065436581,Soft Drinks,142.91,OUT046,1997,Small,Tier 1,Supermarket Type1,2013.38
FDN12,15.6,Low Fat,0.08126841,Baking Goods,110.25,OUT045,2002,Small,Tier 2,Supermarket Type1,1789.67
FDJ03,12.35,Regular,0.072689818,Dairy,48.77,OUT018,2009,Medium,Tier 3,Supermarket Type2,788.31
FDC46,17.7,Low Fat,0.116723677,Snack Foods,182.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,5163.94
FDM02,12.5,Regular,0.074035423,Canned,87.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,1133.86
FDV20,20.2,Regular,0.059751638,Fruits and Vegetables,129.17,OUT013,1987,High,Tier 3,Supermarket Type1,1017.34
NCH07,13.15,Low Fat,0.092854963,Household,158.76,OUT045,2002,Small,Tier 2,Supermarket Type1,3010.75
FDL28,10,Regular,0,Frozen Foods,230.07,OUT019,1985,Small,Tier 1,Grocery Store,691.1
FDJ46,11.1,Low Fat,0.044606379,Snack Foods,174.21,OUT027,1985,Medium,Tier 3,Supermarket Type3,4377.64
FDQ34,10.85,Low Fat,0.162107603,Snack Foods,106.36,OUT013,1987,High,Tier 3,Supermarket Type1,2117.24
NCD42,16.5,Low Fat,0,Health and Hygiene,37.35,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.67
FDO34,17.7,Low Fat,0.030060895,Snack Foods,166.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,2013.38
FDX60,14.35,Low Fat,0.081050006,Baking Goods,79.2,OUT017,2007,Small,Tier 2,Supermarket Type1,1278.34
FDZ28,20,Regular,0.051783761,Frozen Foods,125.87,OUT017,2007,Small,Tier 2,Supermarket Type1,3433.53
FDT36,12.3,Low Fat,0,Baking Goods,37.29,OUT013,1987,High,Tier 3,Supermarket Type1,705.75
FDL24,10.3,Regular,0.024998007,Baking Goods,174.44,OUT018,2009,Medium,Tier 3,Supermarket Type2,3448.84
FDJ58,15.6,Regular,0.105208448,Snack Foods,170.58,OUT013,1987,High,Tier 3,Supermarket Type1,4466.19
FDY12,9.8,Regular,0.14118383,Baking Goods,50.5,OUT018,2009,Medium,Tier 3,Supermarket Type2,253
FDP58,11.1,Low Fat,0.135692831,Snack Foods,220.05,OUT018,2009,Medium,Tier 3,Supermarket Type2,2628.58
FDC41,15.6,Low Fat,0.116347087,Frozen Foods,76.87,OUT027,1985,Medium,Tier 3,Supermarket Type3,2526.71
FDY07,11.8,Low Fat,0.12150063,Fruits and Vegetables,46.84,OUT013,1987,High,Tier 3,Supermarket Type1,413.46
FDN08,7.72,Regular,0.088864488,Fruits and Vegetables,119.35,OUT017,2007,Small,Tier 2,Supermarket Type1,3064.01
FDJ53,10.5,Low Fat,0.070912843,Frozen Foods,121.51,OUT027,1985,Medium,Tier 3,Supermarket Type3,2410.2
FDX04,19.6,Regular,0.041571557,Frozen Foods,49.94,OUT046,1997,Small,Tier 1,Supermarket Type1,623.19
FDZ19,6.425,Low Fat,0.093454899,Fruits and Vegetables,175.37,OUT046,1997,Small,Tier 1,Supermarket Type1,2988.11
FDB45,20.85,Low Fat,0.021329793,Fruits and Vegetables,105.53,OUT046,1997,Small,Tier 1,Supermarket Type1,940.78
NCF54,18,Low Fat,0.079299474,Household,170.54,OUT010,1998,Medium,Tier 3,Grocery Store,344.88
FDX21,7.05,Low Fat,0.085138334,Snack Foods,108.69,OUT045,2002,Small,Tier 2,Supermarket Type1,1310.29
FDA50,16.25,Low Fat,0.087175137,Dairy,98.34,OUT046,1997,Small,Tier 1,Supermarket Type1,1351.57
DRH39,20.7,Low Fat,0.093214498,Dairy,74.67,OUT017,2007,Small,Tier 2,Supermarket Type1,2143.88
FDA38,5.44,Low Fat,0.025458716,Dairy,241.25,OUT013,1987,High,Tier 3,Supermarket Type1,3124.6
NCP30,20.5,Low Fat,0.032741422,Household,40.48,OUT013,1987,High,Tier 3,Supermarket Type1,589.23
FDW19,12.35,Regular,0.038560279,Fruits and Vegetables,109.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,1208.43
FDF41,12.15,Low Fat,0.130544568,Frozen Foods,248.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,7883.07
DRF23,4.61,Low Fat,0.122629121,Hard Drinks,175.44,OUT035,2004,Small,Tier 2,Supermarket Type1,2616.59
NCP14,8.275,Low Fat,0.110913601,Household,106.33,OUT017,2007,Small,Tier 2,Supermarket Type1,1254.37
FDK44,16.6,Low Fat,0.121635591,Fruits and Vegetables,175.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,2954.15
DRA59,8.27,Regular,0.128449055,Soft Drinks,186.59,OUT018,2009,Medium,Tier 3,Supermarket Type2,4442.22
FDC28,7.905,Low Fat,0.055098434,Frozen Foods,109.23,OUT045,2002,Small,Tier 2,Supermarket Type1,976.73
NCO53,16.2,Low Fat,0,Health and Hygiene,182.16,OUT049,1999,Medium,Tier 1,Supermarket Type1,3123.93
FDY55,16.75,Low Fat,0,Fruits and Vegetables,258.4,OUT019,1985,Small,Tier 1,Grocery Store,257
NCS54,13.6,Low Fat,0.010013429,Household,176.44,OUT045,2002,Small,Tier 2,Supermarket Type1,4587.36
NCM07,9.395,Low Fat,0.040187877,Others,85.69,OUT017,2007,Small,Tier 2,Supermarket Type1,1593.93
FDQ19,7.35,Regular,0.024044279,Fruits and Vegetables,241.05,OUT010,1998,Medium,Tier 3,Grocery Store,242.35
FDS40,15.35,Low Fat,0.014007727,Frozen Foods,38.32,OUT013,1987,High,Tier 3,Supermarket Type1,292.95
FDC14,14.5,Regular,0.041214746,Canned,42.05,OUT013,1987,High,Tier 3,Supermarket Type1,629.18
FDR12,12.6,Regular,0.031663212,Baking Goods,173.28,OUT018,2009,Medium,Tier 3,Supermarket Type2,1030.66
FDM60,10.8,Regular,0,Baking Goods,39.31,OUT013,1987,High,Tier 3,Supermarket Type1,1015.35
FDG26,18.85,Low Fat,0.042716162,Canned,257.83,OUT049,1999,Medium,Tier 1,Supermarket Type1,3332.33
NCL55,12.15,Low Fat,0.06479182,Others,254,OUT045,2002,Small,Tier 2,Supermarket Type1,2277.04
FDO21,11.6,Regular,0.009761175,Snack Foods,226.94,OUT035,2004,Small,Tier 2,Supermarket Type1,1800.32
NCG18,15.3,Low Fat,0.02295878,Household,101.63,OUT013,1987,High,Tier 3,Supermarket Type1,1845.6
FDA27,20.35,Regular,0.030927632,Dairy,256.87,OUT046,1997,Small,Tier 1,Supermarket Type1,3579.34
DRG03,14.5,Low Fat,0.103752817,Dairy,155.2,OUT010,1998,Medium,Tier 3,Grocery Store,307.6
FDC22,6.89,Regular,0.136428395,Snack Foods,193.98,OUT046,1997,Small,Tier 1,Supermarket Type1,1737.74
FDC21,14.6,Regular,0.071904258,Fruits and Vegetables,106.83,OUT010,1998,Medium,Tier 3,Grocery Store,108.53
FDN50,16.85,Regular,0.026627857,Canned,93.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,745.7
DRF27,8.93,Low Fat,0.028393624,Dairy,153.43,OUT013,1987,High,Tier 3,Supermarket Type1,1378.21
FDW57,8.31,Regular,0.116331694,Snack Foods,176.9,OUT017,2007,Small,Tier 2,Supermarket Type1,3010.75
FDM34,19,Low Fat,0.112893408,Snack Foods,131.06,OUT010,1998,Medium,Tier 3,Grocery Store,524.65
FDZ39,19.7,Regular,0.017937483,Meat,103.5,OUT027,1985,Medium,Tier 3,Supermarket Type3,1547.99
FDU28,19.2,Regular,0.164438907,Frozen Foods,188.42,OUT019,1985,Small,Tier 1,Grocery Store,376.84
FDQ27,5.19,Regular,0.044252621,Meat,102.6,OUT046,1997,Small,Tier 1,Supermarket Type1,1651.18
FDQ52,17,Low Fat,0.120060274,Frozen Foods,246.54,OUT017,2007,Small,Tier 2,Supermarket Type1,4470.18
FDT51,11.65,Regular,0.010909704,Meat,110.85,OUT013,1987,High,Tier 3,Supermarket Type1,1677.82
NCI30,20.25,Low Fat,0.059055045,Household,247.35,OUT045,2002,Small,Tier 2,Supermarket Type1,1970.77
NCX29,10,Low Fat,0.149223055,Health and Hygiene,145.81,OUT010,1998,Medium,Tier 3,Grocery Store,874.86
FDX38,10.5,Regular,0.084404264,Dairy,49.54,OUT019,1985,Small,Tier 1,Grocery Store,143.81
FDO08,11.1,Regular,0.054079556,Fruits and Vegetables,165.95,OUT017,2007,Small,Tier 2,Supermarket Type1,2631.24
FDM15,11.8,Regular,0.057655493,Meat,152.64,OUT018,2009,Medium,Tier 3,Supermarket Type2,1662.5
FDW22,9.695,Regular,0.030413777,Snack Foods,221.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,2217.11
FDT08,13.65,Low Fat,0.049496899,Fruits and Vegetables,151.51,OUT017,2007,Small,Tier 2,Supermarket Type1,2846.3
FDS32,17.75,Regular,0.029653914,Fruits and Vegetables,140.58,OUT046,1997,Small,Tier 1,Supermarket Type1,2669.19
NCI06,11.3,Low Fat,0.047912071,Household,179.87,OUT018,2009,Medium,Tier 3,Supermarket Type2,1258.36
FDR21,19.7,Low Fat,0.066611321,Snack Foods,178.24,OUT027,1985,Medium,Tier 3,Supermarket Type3,3705.18
FDD05,19.35,Low Fat,0.016611475,Frozen Foods,122.01,OUT046,1997,Small,Tier 1,Supermarket Type1,2651.22
FDZ02,6.905,Regular,0.03822479,Dairy,99.87,OUT045,2002,Small,Tier 2,Supermarket Type1,587.24
FDH47,13.5,Regular,0.129016487,Starchy Foods,98.41,OUT049,1999,Medium,Tier 1,Supermarket Type1,1846.93
FDM58,16.85,Regular,0.080141165,Snack Foods,111.45,OUT017,2007,Small,Tier 2,Supermarket Type1,2013.38
FDG09,20.6,Regular,0.0480335,Fruits and Vegetables,188.26,OUT045,2002,Small,Tier 2,Supermarket Type1,3755.11
FDO27,6.175,Regular,0.179355893,Meat,94.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,575.25
FDI41,18.5,Regular,0.062510529,Frozen Foods,146.84,OUT018,2009,Medium,Tier 3,Supermarket Type2,2059.99
FDK34,13.35,Low Fat,0.038519399,Snack Foods,236.86,OUT035,2004,Small,Tier 2,Supermarket Type1,5005.48
NCX54,9.195,Low Fat,0.047827139,Household,105.36,OUT027,1985,Medium,Tier 3,Supermarket Type3,3387.59
FDL14,8.115,Regular,0.032208865,Canned,155,OUT049,1999,Medium,Tier 1,Supermarket Type1,3739.13
FDA13,15.85,Low Fat,0.078874948,Canned,37.45,OUT018,2009,Medium,Tier 3,Supermarket Type2,303.6
FDS11,7.05,Regular,0.097275777,Breads,223.91,OUT019,1985,Small,Tier 1,Grocery Store,223.71
FDT43,16.35,Low Fat,0.020664178,Fruits and Vegetables,50.83,OUT017,2007,Small,Tier 2,Supermarket Type1,1298.31
FDR07,21.35,Low Fat,0.078060605,Fruits and Vegetables,96.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,380.84
FDF41,12.15,Low Fat,0.131714183,Frozen Foods,245.85,OUT018,2009,Medium,Tier 3,Supermarket Type2,4434.23
DRM23,16.6,Low Fat,0.135944247,Hard Drinks,172.04,OUT049,1999,Medium,Tier 1,Supermarket Type1,2586.63
FDO52,11.6,Regular,0.077478931,Frozen Foods,170.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,4277.77
FDD10,20.6,Regular,0.046114018,Snack Foods,178.23,OUT045,2002,Small,Tier 2,Supermarket Type1,1070.61
FDN38,6.615,Regular,0.161030847,Canned,251.24,OUT019,1985,Small,Tier 1,Grocery Store,1001.36
FDE17,20.1,Regular,0.054455495,Frozen Foods,149.54,OUT046,1997,Small,Tier 1,Supermarket Type1,2871.6
FDZ03,13.65,Regular,0,Dairy,186.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,4287.75
FDD03,13.3,Low Fat,0.080257683,Dairy,232.63,OUT017,2007,Small,Tier 2,Supermarket Type1,1864.24
NCW18,15.1,Low Fat,0.059037538,Household,237.72,OUT027,1985,Medium,Tier 3,Supermarket Type3,2607.27
DRG36,14.15,Low Fat,0.094916347,Soft Drinks,172.31,OUT027,1985,Medium,Tier 3,Supermarket Type3,4277.77
FDT43,16.35,Low Fat,0.034393057,Fruits and Vegetables,50.83,OUT010,1998,Medium,Tier 3,Grocery Store,155.8
NCU17,5.32,Low Fat,0.093261677,Health and Hygiene,100.97,OUT018,2009,Medium,Tier 3,Supermarket Type2,1222.41
FDH50,15,Regular,0.16143544,Canned,185.13,OUT046,1997,Small,Tier 1,Supermarket Type1,2766.4
FDU57,8.27,Regular,0.089479661,Snack Foods,148.67,OUT013,1987,High,Tier 3,Supermarket Type1,2106.59
FDA56,9.21,Low Fat,0.008722342,Fruits and Vegetables,123.54,OUT027,1985,Medium,Tier 3,Supermarket Type3,4508.13
FDZ15,13.1,Low Fat,0.020988798,Dairy,117.78,OUT017,2007,Small,Tier 2,Supermarket Type1,1191.78
FDY51,12.5,Low Fat,0.081260969,Meat,221.78,OUT049,1999,Medium,Tier 1,Supermarket Type1,3085.32
DRF03,19.1,Low Fat,0.045308131,Dairy,42.51,OUT046,1997,Small,Tier 1,Supermarket Type1,649.82
NCV06,11.3,Low Fat,0.06705851,Household,194.05,OUT017,2007,Small,Tier 2,Supermarket Type1,3293.71
FDA21,13.65,Low Fat,0.035930784,Snack Foods,184.49,OUT013,1987,High,Tier 3,Supermarket Type1,9069.53
NCQ53,17.6,Low Fat,0.018813776,Health and Hygiene,235.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,5672.62
NCO29,11.15,Low Fat,0.032099989,Health and Hygiene,164.15,OUT027,1985,Medium,Tier 3,Supermarket Type3,2960.15
FDT26,18.85,Regular,0.06823032,Dairy,121.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,1557.97
FDI21,5.59,Regular,0.056592115,Snack Foods,65.02,OUT035,2004,Small,Tier 2,Supermarket Type1,447.42
NCI55,18.6,Low Fat,0.012643035,Household,119.84,OUT013,1987,High,Tier 3,Supermarket Type1,365.52
FDZ04,9.31,Low Fat,0.063529046,Frozen Foods,63.75,OUT010,1998,Medium,Tier 3,Grocery Store,126.5
FDL27,6.17,Low Fat,0.010630949,Meat,65.98,OUT046,1997,Small,Tier 1,Supermarket Type1,1162.49
FDS45,5.175,Regular,0.029490377,Snack Foods,107.66,OUT035,2004,Small,Tier 2,Supermarket Type1,2858.28
NCG43,20.2,Low Fat,0.129983688,Household,93.05,OUT019,1985,Small,Tier 1,Grocery Store,185.09
FDU28,19.2,Regular,0.094300933,Frozen Foods,187.52,OUT018,2009,Medium,Tier 3,Supermarket Type2,1695.79
